,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
疑問文_英語構文辞典,0.6911764705882353,0.6617647058823529,0.6617647058823529,0.5441176470588235,0.8088235294117647,0.5294117647058824,0.9411764705882353,0.5,1.0,0.3382352941176471
相_英語構文辞典,0.8103448275862069,0.7586206896551724,0.7758620689655172,0.7586206896551724,1.0,0.6724137931034483,1.0,0.603448275862069,1.0,0.5
省略文_英語構文辞典,0.8636363636363636,0.7727272727272727,0.6818181818181818,0.5681818181818182,0.9545454545454546,0.5,0.9318181818181818,0.4772727272727273,1.0,0.36363636363636365
知覚動詞_英語構文辞典,0.9824561403508771,0.9473684210526315,0.9649122807017544,0.9298245614035088,1.0,0.8947368421052632,1.0,0.6842105263157895,0.9649122807017544,0.5789473684210527
等位構造_英語構文辞典,0.7611940298507462,0.6268656716417911,0.7014925373134329,0.6567164179104478,0.9402985074626866,0.5074626865671642,0.9402985074626866,0.3582089552238806,1.0,0.417910447761194
統語操作の制約_英語構文辞典,0.7045454545454546,0.6818181818181818,0.6590909090909091,0.5454545454545454,0.9772727272727273,0.6590909090909091,0.8863636363636364,0.5454545454545454,1.0,0.5227272727272727
繰上げ構文_英語構文辞典,0.660377358490566,0.5660377358490566,0.5094339622641509,0.5094339622641509,0.8867924528301887,0.4528301886792453,0.8301886792452831,0.32075471698113206,0.9622641509433962,0.41509433962264153
能格動詞・非対格動詞・非能格動詞_英語構文辞典,0.6923076923076923,0.6461538461538462,0.7230769230769231,0.6923076923076923,0.9692307692307692,0.6615384615384615,0.9846153846153847,0.49230769230769234,1.0,0.4153846153846154
話題化_英語構文辞典,0.3103448275862069,0.2413793103448276,0.3103448275862069,0.2413793103448276,0.896551724137931,0.20689655172413793,0.896551724137931,0.1724137931034483,1.0,0.1724137931034483
譲歩節_英語構文辞典,0.7763157894736842,0.7368421052631579,0.6052631578947368,0.5921052631578947,0.9868421052631579,0.5,0.8947368421052632,0.3026315789473684,0.9868421052631579,0.2894736842105263
転位構文_英語構文辞典,0.36666666666666664,0.3333333333333333,0.4,0.26666666666666666,0.9,0.3333333333333333,0.9,0.16666666666666666,1.0,0.16666666666666666
重名詞句転位_英語構文辞典,0.5526315789473685,0.4473684210526316,0.47368421052631576,0.4473684210526316,0.8421052631578947,0.42105263157894735,0.9210526315789473,0.2894736842105263,1.0,0.2631578947368421
間接疑問文_英語構文辞典,0.8181818181818182,0.7954545454545454,0.8181818181818182,0.7954545454545454,1.0,0.7272727272727273,0.9772727272727273,0.6136363636363636,0.9772727272727273,0.5909090909090909
関係節_FLEAT,0.6649350649350649,0.5727272727272728,0.5675324675324676,0.5415584415584416,0.925974025974026,0.4584415584415584,0.9,0.2818181818181818,0.990909090909091,0.22467532467532467
関係節_英語構文辞典,0.7666666666666667,0.6733333333333333,0.6733333333333333,0.6466666666666666,0.98,0.6,0.94,0.41333333333333333,1.0,0.38666666666666666
