,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
数量詞遊離_英語構文辞典,0.43792183330717316,0.4062332079527136,0.456706576435884,0.42794759825327505,0.5189931350114416,0.3522621485756842,0.5131692463841664,0.28048466099510183,0.5122093588870511,0.2532154340836013
比較構文_英語構文辞典,0.7356064840693124,0.7161803713527851,0.7226277372262774,0.6275372124492558,0.7508372404554589,0.4930182599355531,0.7508372404554589,0.46153846153846156,0.7482993197278911,0.43641912512716174
準助動詞_英語構文辞典,0.7652685798381161,0.7055543641432553,0.7795100222717151,0.7226313205694649,0.7226890756302521,0.5718871818390278,0.7144501068551702,0.472550382209868,0.7230769230769232,0.5128915996673136
疑問文_英語構文辞典,0.6991536291356758,0.6758156395649921,0.7193359975407315,0.6436935429909668,0.6962025316455697,0.5255474452554744,0.7153502235469447,0.4941176470588235,0.7415730337078651,0.39165602383993187
相_英語構文辞典,0.8500919681177191,0.8058608058608059,0.8547971667739859,0.8429118773946361,0.8518518518518519,0.6603174603174603,0.8711656441717791,0.6285072951739619,0.8452380952380951,0.5590062111801243
省略文_英語構文辞典,0.8541284403669726,0.8018867924528302,0.7786016949152542,0.6965944272445821,0.8983957219251337,0.6165413533834586,0.8869223205506391,0.5967213114754099,0.9256198347107438,0.5068870523415977
知覚動詞_英語構文辞典,0.904035874439462,0.8866995073891627,0.9006679594914888,0.8766723424957431,0.8088235294117647,0.6555269922879178,0.7941176470588235,0.5777777777777778,0.777581418833628,0.496078431372549
等位構造_英語構文辞典,0.864406779661017,0.7706422018348624,0.8245614035087719,0.7927927927927928,0.9692307692307692,0.6732673267326732,0.9692307692307692,0.5274725274725275,1.0,0.5894736842105264
統語操作の制約_英語構文辞典,0.8066614623991674,0.7903587443946188,0.7797695262483995,0.6936416184971097,0.9106088373040113,0.7307928703134603,0.8632282313635415,0.631578947368421,0.9137931034482758,0.620050547598989
繰上げ構文_英語構文辞典,0.7285828662930343,0.657189466324866,0.6445452375268561,0.6420263634013957,0.8006309148264984,0.544447375362701,0.7979469632164243,0.4427083333333333,0.8236877523553163,0.5029348161878282
能格動詞・非対格動詞・非能格動詞_英語構文辞典,0.7526690391459073,0.7148936170212765,0.7948139797068771,0.7749510763209393,0.8120902322480276,0.6192762186115214,0.8060803474484256,0.5259450575252407,0.8,0.453781512605042
話題化_英語構文辞典,0.41915382092489345,0.3465069860279441,0.43088803088803096,0.35819601040763227,0.6782608695652174,0.2803738317757009,0.6688102893890676,0.24504692387904067,0.7058823529411764,0.2476930548810102
譲歩節_英語構文辞典,0.6795075456711676,0.6416131989000917,0.6049570055639858,0.5815831987075929,0.7556675062972292,0.5176470588235295,0.6874473462510531,0.3770491803278689,0.7556675062972292,0.37318255250403876
転位構文_英語構文辞典,0.5123287671232876,0.47619047619047616,0.5490196078431373,0.40803709428129825,0.8762169680111266,0.46938775510204084,0.8762169680111266,0.2754491017964071,0.9210526315789475,0.27472527472527464
重名詞句転位_英語構文辞典,0.645193260654113,0.5604395604395604,0.6180257510729613,0.5920398009950248,0.7324102853913534,0.44110275689223055,0.7604510451045103,0.34969611968209446,0.7605633802816901,0.319634703196347
間接疑問文_英語構文辞典,0.874870734229576,0.8493637170760581,0.8732083792723264,0.8502024291497976,0.9310344827586207,0.7441860465116279,0.9157634531279711,0.6802780191138141,0.9108838568298028,0.6530232558139535
関係節_FLEAT,0.7075921715483037,0.6357214934409687,0.6583547624613626,0.6289592760180995,0.7261208346162045,0.4452708727517888,0.6591549295774649,0.32617273125822005,0.6451439332795265,0.26532857666788917
関係節_英語構文辞典,0.7963751944275378,0.7253584776607959,0.7619812167667979,0.7375013674652663,0.8697503049615375,0.6116084319953796,0.8496634841133197,0.45828933474128825,0.8715019988577956,0.4092670391972916
