,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
叙実動詞_英語構文辞典,0.7073170731707317,0.6904761904761905,0.7878787878787878,0.7878787878787878,0.6111111111111112,0.5217391304347826,0.5769230769230769,0.4883720930232558,0.5892857142857143,0.46511627906976744
心理動詞_英語構文辞典,0.8939393939393939,0.859375,0.9516129032258065,0.9482758620689655,0.7419354838709677,0.6486486486486487,0.7717391304347826,0.6557377049180327,0.7319587628865979,0.6338028169014085
場所格交替動詞_英語構文辞典,0.8448275862068966,0.8333333333333334,0.9074074074074074,0.9,0.8484848484848485,0.803921568627451,0.8461538461538461,0.7959183673469388,0.8615384615384616,0.8363636363636363
句動詞_英語構文辞典,0.8372093023255814,0.8333333333333334,0.8444444444444444,0.8292682926829268,0.6790123456790124,0.5172413793103449,0.6585365853658537,0.5,0.6511627906976745,0.4339622641509434
成句_英語構文辞典,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
助動詞・法助動詞_英語構文辞典,0.9433962264150944,0.94,0.9545454545454546,0.9523809523809523,0.8524590163934426,0.82,0.8412698412698413,0.75,0.8412698412698413,0.7619047619047619
準助動詞_英語構文辞典,0.8125,0.7833333333333333,0.8771929824561403,0.8679245283018868,0.7297297297297297,0.6825396825396826,0.7681159420289855,0.7142857142857143,0.72,0.6379310344827587
相_英語構文辞典,0.8245614035087719,0.8,0.8823529411764706,0.88,0.6987951807228916,0.582089552238806,0.6823529411764706,0.5645161290322581,0.6666666666666666,0.5
副詞_英語構文辞典,0.6454545454545455,0.6138613861386139,0.7045454545454546,0.6941176470588235,0.5454545454545454,0.43478260869565216,0.5333333333333333,0.42342342342342343,0.5454545454545454,0.4396551724137931
代名詞・再帰代名詞_英語構文辞典,0.6041666666666666,0.5681818181818182,0.6046511627906976,0.5714285714285714,0.6122448979591837,0.5365853658536586,0.5581395348837209,0.5,0.6122448979591837,0.525
数量詞の作用域_英語構文辞典,0.85,0.8333333333333334,0.875,0.868421052631579,0.8536585365853658,0.7931034482758621,0.8536585365853658,0.7931034482758621,0.8536585365853658,0.78125
数量詞遊離_英語構文辞典,0.775,0.75,0.8888888888888888,0.875,0.648,0.4631578947368421,0.6475409836065574,0.44155844155844154,0.6136363636363636,0.4069767441860465
句・節の構造_英語構文辞典,0.94,0.9111111111111111,0.9361702127659575,0.9130434782608695,0.8709677419354839,0.7619047619047619,0.8615384615384616,0.7631578947368421,0.8529411764705882,0.7297297297297297
統語操作の制約_英語構文辞典,0.7560975609756098,0.7142857142857143,0.7837837837837838,0.75,0.5972222222222222,0.43283582089552236,0.52,0.3870967741935484,0.4782608695652174,0.323943661971831
関係節_FLEAT,0.8284789644012945,0.786096256684492,0.8775100401606426,0.8580246913580247,0.7817982456140351,0.6236749116607774,0.7751677852348994,0.514218009478673,0.7722672064777328,0.43467336683417085
