,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
助動詞・法助動詞_英語構文辞典,0.6363636363636364,0.5,0.4,0.36363636363636365,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0
準助動詞_英語構文辞典,0.6923076923076923,0.47058823529411764,0.7,0.5833333333333334,0.3333333333333333,0.07142857142857142,0.625,0.23809523809523808,0.0,0.0
相_英語構文辞典,0.6176470588235294,0.5555555555555556,0.625,0.6097560975609756,0.75,0.125,0.6666666666666666,0.13793103448275862,0.5,0.06060606060606061
副詞_英語構文辞典,0.75,0.6,0.6896551724137931,0.6557377049180327,0.3333333333333333,0.03225806451612903,0.2727272727272727,0.05714285714285714,0.3333333333333333,0.03333333333333333
代名詞・再帰代名詞_英語構文辞典,0.0,0.0,0.08695652173913043,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
数量詞の作用域_英語構文辞典,0.5,0.16666666666666666,1.0,0.5,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0,0.0
数量詞遊離_英語構文辞典,0.6111111111111112,0.532258064516129,0.6197183098591549,0.5641025641025641,0.7777777777777778,0.0,0.6666666666666666,0.14035087719298245,0.0,0.0
句・節の構造_英語構文辞典,0.35,0.24,0.30434782608695654,0.25,0.25,0.0,0.2,0.03125,0.0,0.0
統語操作の制約_英語構文辞典,0.7450980392156863,0.72,0.7272727272727273,0.6666666666666666,0.95,0.4,0.7058823529411765,0.3333333333333333,0.0,0.0
関係節_FLEAT,0.3009950248756219,0.23311546840958605,0.31800766283524906,0.2958801498127341,0.25925925925925924,0.030837004405286344,0.20634920634920634,0.03678929765886288,0.0625,0.003215434083601286
