,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
知覚動詞_英語構文辞典,0.4906794948887553,0.4857142857142857,0.5161290322580646,0.4948453608247423,0.18518518518518515,0.06976744186046507,0.17142857142857143,0.08571428571428567,0.0,0.0
等位構造_英語構文辞典,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
統語操作の制約_英語構文辞典,0.7055702917771883,0.6,0.5405405405405406,0.5063291139240506,0.36190476190476184,0.10638297872340423,0.0,0.0,0.0,0.0
繰上げ構文_英語構文辞典,0.7031250000000001,0.5673758865248226,0.8235294117647058,0.7368421052631579,0.30769230769230765,0.11428571428571425,0.23255813953488363,0.17857142857142846,0.0,0.0
能格動詞・非対格動詞・非能格動詞_英語構文辞典,0.6165137614678899,0.583941605839416,0.736842105263158,0.7261410788381742,0.35294117647058815,0.11267605633802813,0.24999999999999994,0.1454545454545454,0.09302325581395335,0.055555555555555504
話題化_英語構文辞典,0.8391608391608391,0.6713286713286712,0.7826982492276005,0.6837606837606838,0.3333333333333333,0.05681818181818177,0.25423728813559315,0.09216589861751147,0.0,0.0
譲歩節_英語構文辞典,0.0,0.0,0.1558441558441558,0.07894736842105252,0.0,0.0,0.0,0.0,0.0,0.0
転位構文_英語構文辞典,0.5,0.24999999999999992,0.6666666666666666,0.5,0.0,0.0,0.6666666666666666,0.1333333333333333,0.0,0.0
重名詞句転位_英語構文辞典,0.6964618249534451,0.609981515711645,0.7355917289925209,0.6804123711340206,0.3645833333333332,0.0,0.23529411764705874,0.1134751773049645,0.0,0.0
間接疑問文_英語構文辞典,0.4421052631578947,0.34285714285714286,0.4409448818897637,0.38095238095238093,0.14285714285714288,0.0,0.17142857142857143,0.05172413793103448,0.0,0.0
関係節_FLEAT,0.6604898369604252,0.6069008980620765,0.768074031231926,0.7165532879818594,0.2398557258791704,0.11715481171548107,0.21591695501730096,0.1629629629629629,0.0,0.0
関係節_英語構文辞典,0.4216414488766621,0.3454398708635996,0.4482645063557926,0.4258200223493065,0.13645224171539952,0.02314049586776857,0.10901467505241082,0.04916201117318427,0.0,0.0
