,gpt-4o,gpt-4o,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,gpt-5-2025-08-07,gpt-5-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-mini-2025-08-07,gpt-5-nano-2025-08-07,gpt-5-nano-2025-08-07
省略文_英語構文辞典,0.42857142857142877,0.4,0.47058823529411764,0.43835616438356156,0.13953488372093012,0.032786885245901606,0.13636363636363633,0.06349206349206342,0.0,0.0
知覚動詞_英語構文辞典,0.6181818181818179,0.5964912280701752,0.631578947368421,0.6101694915254238,0.195121951219512,0.08888888888888896,0.195121951219512,0.10344827586206891,0.0,0.0
等位構造_英語構文辞典,0.583333333333333,0.4615384615384614,0.6419753086419754,0.602409638554217,0.3043478260869564,0.02898550724637677,0.26666666666666683,0.1428571428571429,0.0,0.0
統語操作の制約_英語構文辞典,0.7676767676767678,0.7346938775510204,0.7766990291262135,0.7407407407407407,0.5588235294117644,0.27397260273972573,0.36923076923076925,0.25641025641025617,0.0,0.0
繰上げ構文_英語構文辞典,0.3225806451612902,0.27777777777777773,0.34146341463414626,0.34146341463414626,0.2500000000000001,0.10256410256410257,0.11111111111111113,0.04444444444444443,0.0,0.0
能格動詞・非対格動詞・非能格動詞_英語構文辞典,0.28402366863905315,0.27906976744186035,0.39325842696629215,0.3888888888888889,0.13235294117647053,0.05298013245033117,0.09090909090909087,0.0731707317073171,0.03149606299212596,0.02424242424242416
話題化_英語構文辞典,0.6557377049180326,0.5423728813559322,0.6333333333333333,0.5172413793103448,0.45161290322580605,0.20408163265306112,0.34482758620689646,0.19999999999999996,0.0,0.0
譲歩節_英語構文辞典,0.55,0.5301204819277109,0.5940594059405939,0.5882352941176471,0.4444444444444444,0.09638554216867465,0.3103448275862069,0.1568627450980392,0.0,0.0
転位構文_英語構文辞典,0.08695652173913042,0.08333333333333325,0.09090909090909091,0.0769230769230768,0.0,0.0,0.28571428571428575,0.06896551724137925,0.0,0.0
重名詞句転位_英語構文辞典,0.5964912280701756,0.5084745762711863,0.6129032258064516,0.5806451612903225,0.29411764705882343,0.16326530612244874,0.20689655172413804,0.07692307692307687,0.0,0.0
間接疑問文_英語構文辞典,0.6,0.5853658536585366,0.7272727272727272,0.7111111111111111,0.18181818181818182,0.0,0.24999999999999997,0.15,0.0,0.0
関係節_FLEAT,0.3993399339933994,0.32277526395173456,0.4573002754820935,0.4281842818428185,0.1794871794871792,0.042553191489361666,0.15757575757575767,0.05486284289276801,0.016949152542372805,0.004842615012106434
関係節_英語構文辞典,0.5984251968503937,0.5179856115107914,0.5694444444444444,0.554054054054054,0.16129032258064518,0.017391304347826066,0.1194029850746269,0.0547945205479452,0.0,0.0
